Umur,Jenis_Kelamin,Penghasilan,Pendidikan,Frekuensi_Liburan,Preferensi_Aktivitas,Anggaran_Liburan,Lokasi,Jarak_ke_Gunung,Jarak_ke_Pantai,Musim_Favorit,Hewan_Peliharaan,Sensitivitas_Lingkungan,Preferensi_Liburan
46,Perempuan,110625,Doktor,7,Berjemur,3367,Perkotaan,238,10,Panas,0,0,Pantai
18,Perempuan,67572,SMA/Setingkat,3,Mendaki Gunung,3234,Perkotaan,17,197,Gugur,0,0,Gunung
52,Non-Biner,34195,Doktor,6,Berjemur,572,Pinggiran Kota,8,236,Panas,1,0,Pantai
23,Perempuan,60404,Magister,4,Berjemur,4396,Perkotaan,21,46,Panas,1,0,Pantai
54,Non-Biner,113462,Sarjana,0,Mendaki Gunung,3541,Pinggiran Kota,42,232,Gugur,0,0,Gunung
22,Perempuan,108738,Sarjana,9,Renang,1419,Perkotaan,74,84,Semi,0,0,Pantai
50,Laki-Laki,94045,Magister,4,Berjemur,2477,Pedesaan,56,60,Panas,0,1,Pantai
66,Laki-Laki,89959,Magister,9,Berjemur,4304,Perkotaan,23,236,Panas,0,0,Pantai
68,Perempuan,54874,SMA/Setingkat,7,Renang,4078,Pinggiran Kota,296,271,Panas,0,1,Pantai
31,Perempuan,95723,SMA/Setingkat,3,Mendaki Gunung,4504,Perkotaan,45,173,Dingin,0,1,Gunung
29,Laki-Laki,40315,Sarjana,2,Renang,1757,Perkotaan,64,251,Panas,1,1,Pantai
59,Laki-Laki,119240,Magister,7,Renang,544,Pinggiran Kota,237,76,Semi,0,0,Pantai
37,Non-Biner,113088,Magister,1,Ski,3333,Pedesaan,20,119,Panas,0,1,Gunung
67,Laki-Laki,24477,Magister,1,Mendaki Gunung,4779,Pedesaan,129,131,Semi,1,1,Gunung
41,Non-Biner,22382,SMA/Setingkat,5,Berjemur,3033,Perkotaan,281,258,Panas,0,1,Pantai
60,Perempuan,56681,SMA/Setingkat,4,Renang,1031,Pinggiran Kota,146,220,Dingin,0,1,Pantai
51,Non-Biner,62288,SMA/Setingkat,2,Ski,4016,Perkotaan,163,222,Gugur,0,0,Gunung
42,Perempuan,65825,Sarjana,2,Ski,1675,Pinggiran Kota,91,84,Gugur,1,0,Pantai
67,Non-Biner,97954,Doktor,4,Renang,3926,Pinggiran Kota,52,99,Panas,1,0,Pantai
46,Non-Biner,34537,Magister,9,Renang,660,Pinggiran Kota,250,62,Gugur,1,1,Pantai
56,Non-Biner,86322,Doktor,8,Ski,3231,Pinggiran Kota,286,77,Semi,0,1,Pantai
48,Perempuan,94984,Doktor,6,Berjemur,2206,Pedesaan,44,281,Dingin,0,1,Pantai
64,Perempuan,97749,SMA/Setingkat,5,Berjemur,3319,Perkotaan,281,276,Semi,0,1,Pantai
60,Non-Biner,21018,Magister,3,Berjemur,1575,Pinggiran Kota,0,227,Panas,0,1,Pantai
67,Perempuan,76763,SMA/Setingkat,2,Ski,3948,Pinggiran Kota,105,4,Panas,0,0,Pantai
40,Non-Biner,85514,Doktor,9,Mendaki Gunung,2105,Pedesaan,221,192,Semi,1,0,Pantai
61,Perempuan,98472,Magister,6,Berjemur,1597,Pedesaan,180,220,Dingin,1,0,Pantai
55,Non-Biner,37630,Sarjana,7,Mendaki Gunung,1548,Pinggiran Kota,125,151,Dingin,0,0,Gunung
37,Laki-Laki,33661,Sarjana,3,Mendaki Gunung,2292,Pedesaan,136,160,Panas,1,1,Gunung
40,Laki-Laki,23300,Doktor,1,Renang,950,Pinggiran Kota,288,185,Dingin,1,0,Pantai
62,Non-Biner,75219,Doktor,6,Renang,2032,Perkotaan,285,75,Gugur,0,0,Pantai
69,Perempuan,42539,Sarjana,2,Berjemur,3788,Pinggiran Kota,275,77,Gugur,0,1,Pantai
33,Non-Biner,28410,SMA/Setingkat,1,Renang,3746,Perkotaan,33,181,Dingin,0,0,Pantai
67,Laki-Laki,86388,Magister,4,Renang,961,Perkotaan,262,71,Dingin,0,1,Pantai
59,Laki-Laki,106320,Magister,8,Renang,4563,Pinggiran Kota,93,205,Gugur,1,1,Pantai
25,Non-Biner,81685,Doktor,2,Renang,751,Perkotaan,200,137,Dingin,0,1,Pantai
67,Laki-Laki,36566,SMA/Setingkat,0,Mendaki Gunung,2568,Pinggiran Kota,176,10,Dingin,1,0,Pantai
38,Non-Biner,75925,Magister,0,Ski,4911,Pedesaan,129,295,Dingin,0,1,Gunung
18,Laki-Laki,43948,SMA/Setingkat,6,Ski,1841,Perkotaan,290,169,Dingin,1,1,Pantai
25,Perempuan,65570,Magister,0,Ski,878,Pinggiran Kota,1,161,Gugur,1,1,Gunung
46,Perempuan,73183,Sarjana,4,Mendaki Gunung,4430,Pinggiran Kota,55,237,Panas,1,1,Gunung
49,Perempuan,114423,Doktor,6,Berjemur,4214,Perkotaan,130,224,Semi,1,0,Pantai
55,Non-Biner,86783,Doktor,2,Ski,1213,Pinggiran Kota,46,87,Dingin,0,1,Gunung
22,Non-Biner,82564,Magister,8,Renang,4160,Perkotaan,196,17,Semi,1,1,Pantai
64,Perempuan,37271,Magister,1,Renang,1462,Pedesaan,87,134,Dingin,1,1,Pantai
39,Perempuan,21607,Magister,5,Mendaki Gunung,2868,Pinggiran Kota,244,34,Semi,0,0,Pantai
64,Perempuan,34690,SMA/Setingkat,6,Berjemur,2492,Perkotaan,11,184,Panas,0,1,Pantai
51,Laki-Laki,28854,Magister,0,Berjemur,2344,Pedesaan,250,77,Semi,1,1,Pantai
18,Perempuan,60803,SMA/Setingkat,1,Renang,1127,Pinggiran Kota,4,178,Gugur,1,1,Pantai
43,Laki-Laki,54504,Magister,4,Ski,1415,Perkotaan,81,252,Gugur,0,0,Gunung
60,Perempuan,68934,Magister,8,Renang,2132,Pedesaan,259,258,Panas,0,0,Pantai
27,Non-Biner,49497,Doktor,2,Renang,4729,Perkotaan,296,116,Gugur,0,1,Pantai
47,Perempuan,98353,SMA/Setingkat,8,Berjemur,1069,Perkotaan,61,36,Dingin,0,1,Pantai
67,Laki-Laki,20624,Sarjana,9,Ski,2398,Pedesaan,22,279,Dingin,1,0,Gunung
35,Perempuan,26325,Sarjana,6,Renang,4042,Perkotaan,154,221,Dingin,0,0,Pantai
34,Laki-Laki,26942,Sarjana,6,Renang,3852,Pedesaan,233,156,Semi,1,1,Pantai
43,Perempuan,30559,Doktor,7,Mendaki Gunung,1576,Pedesaan,216,189,Gugur,1,1,Pantai
25,Laki-Laki,73033,SMA/Setingkat,1,Renang,1188,Pedesaan,101,37,Dingin,0,1,Pantai
64,Laki-Laki,57924,Sarjana,0,Berjemur,4769,Pinggiran Kota,30,12,Semi,0,1,Pantai
57,Perempuan,107150,SMA/Setingkat,1,Mendaki Gunung,3758,Perkotaan,211,103,Semi,1,1,Pantai
66,Perempuan,99841,SMA/Setingkat,1,Renang,515,Perkotaan,162,19,Dingin,1,1,Pantai
29,Non-Biner,107790,Magister,3,Mendaki Gunung,1234,Perkotaan,27,117,Gugur,0,1,Gunung
44,Non-Biner,43144,Doktor,1,Berjemur,949,Pedesaan,293,33,Dingin,0,0,Pantai
25,Non-Biner,22915,Sarjana,4,Ski,645,Pedesaan,137,226,Gugur,1,0,Gunung
42,Laki-Laki,25480,Sarjana,8,Mendaki Gunung,1910,Pedesaan,194,119,Gugur,1,1,Pantai
63,Laki-Laki,36736,Doktor,2,Berjemur,1590,Perkotaan,94,237,Panas,1,0,Pantai
21,Non-Biner,42313,Doktor,9,Berjemur,2647,Pinggiran Kota,236,217,Gugur,0,0,Pantai
50,Non-Biner,60914,Magister,1,Berjemur,4324,Pinggiran Kota,19,66,Dingin,1,0,Pantai
18,Perempuan,95292,SMA/Setingkat,3,Mendaki Gunung,4928,Pinggiran Kota,249,117,Semi,0,0,Pantai
36,Non-Biner,20372,Magister,7,Ski,1084,Perkotaan,272,181,Dingin,0,0,Pantai
48,Laki-Laki,109730,Magister,4,Berjemur,1241,Pedesaan,40,0,Gugur,1,0,Pantai
33,Perempuan,30385,Sarjana,0,Mendaki Gunung,4482,Pinggiran Kota,161,234,Dingin,0,0,Gunung
31,Non-Biner,73076,Sarjana,1,Berjemur,3564,Perkotaan,2,168,Gugur,0,0,Pantai
65,Non-Biner,58812,SMA/Setingkat,6,Ski,875,Pinggiran Kota,16,265,Dingin,0,0,Gunung
22,Non-Biner,30803,SMA/Setingkat,6,Ski,1406,Pinggiran Kota,292,88,Semi,0,0,Pantai
58,Perempuan,111177,Magister,0,Ski,1494,Pedesaan,189,77,Gugur,1,1,Pantai
43,Perempuan,93011,Doktor,0,Ski,2489,Pedesaan,60,41,Panas,1,0,Pantai
45,Perempuan,56259,Magister,3,Berjemur,4932,Pedesaan,185,98,Gugur,1,0,Pantai
19,Non-Biner,49918,Doktor,4,Ski,2104,Pedesaan,264,241,Panas,0,1,Pantai
67,Perempuan,105895,SMA/Setingkat,8,Renang,3147,Perkotaan,231,252,Semi,1,0,Pantai
23,Perempuan,85503,SMA/Setingkat,5,Mendaki Gunung,1615,Pinggiran Kota,108,202,Semi,0,0,Gunung
26,Perempuan,50927,Sarjana,6,Renang,3896,Pinggiran Kota,89,38,Panas,1,0,Pantai
50,Perempuan,38133,Sarjana,1,Ski,3309,Perkotaan,126,208,Dingin,0,0,Gunung
58,Laki-Laki,103969,Magister,1,Berjemur,652,Perkotaan,151,104,Panas,1,1,Pantai
42,Non-Biner,86098,SMA/Setingkat,7,Ski,1318,Pinggiran Kota,123,53,Gugur,0,0,Pantai
65,Perempuan,37294,Sarjana,4,Ski,1711,Pinggiran Kota,272,249,Panas,0,0,Pantai
30,Laki-Laki,78727,Doktor,2,Renang,3856,Pedesaan,33,81,Gugur,1,1,Pantai
26,Laki-Laki,84528,SMA/Setingkat,1,Renang,3334,Pinggiran Kota,299,72,Dingin,0,0,Pantai
30,Non-Biner,62636,Doktor,2,Ski,2908,Pedesaan,124,144,Gugur,0,1,Gunung
48,Non-Biner,54997,Magister,7,Renang,1763,Perkotaan,34,80,Gugur,1,0,Pantai
58,Perempuan,92930,Magister,1,Renang,942,Pinggiran Kota,140,71,Panas,1,0,Pantai
28,Non-Biner,100536,Sarjana,6,Mendaki Gunung,2561,Pedesaan,70,53,Panas,1,1,Pantai
21,Non-Biner,31977,SMA/Setingkat,7,Renang,3689,Perkotaan,0,114,Dingin,1,0,Pantai
51,Non-Biner,75404,Doktor,9,Berjemur,2147,Perkotaan,60,188,Gugur,1,0,Pantai
55,Non-Biner,32874,SMA/Setingkat,9,Renang,4016,Perkotaan,43,120,Dingin,1,0,Pantai
63,Perempuan,94317,Sarjana,6,Renang,1314,Pinggiran Kota,12,188,Semi,1,1,Pantai
21,Laki-Laki,87169,Doktor,5,Mendaki Gunung,2440,Pinggiran Kota,30,187,Gugur,1,1,Gunung
55,Non-Biner,72651,Sarjana,7,Mendaki Gunung,873,Pedesaan,274,206,Dingin,0,1,Pantai
36,Laki-Laki,86179,Doktor,7,Berjemur,3071,Pedesaan,168,92,Panas,0,1,Pantai
23,Laki-Laki,111289,Doktor,7,Renang,931,Perkotaan,129,5,Dingin,0,1,Pantai
51,Laki-Laki,42144,Magister,7,Berjemur,4726,Perkotaan,104,53,Dingin,0,0,Pantai
35,Non-Biner,59945,Magister,7,Renang,2698,Pinggiran Kota,128,240,Panas,0,0,Pantai
30,Non-Biner,100483,SMA/Setingkat,6,Mendaki Gunung,3825,Pinggiran Kota,5,59,Gugur,1,1,Gunung
58,Perempuan,48673,SMA/Setingkat,2,Berjemur,4486,Pinggiran Kota,269,269,Dingin,1,1,Pantai
40,Non-Biner,21564,Sarjana,3,Ski,3647,Pinggiran Kota,299,233,Semi,1,0,Pantai
36,Non-Biner,96696,Magister,5,Mendaki Gunung,3095,Pinggiran Kota,288,85,Gugur,0,1,Pantai
62,Non-Biner,64502,Magister,9,Ski,890,Perkotaan,151,205,Gugur,1,1,Gunung
28,Laki-Laki,42517,Sarjana,3,Berjemur,854,Pedesaan,117,293,Panas,1,1,Pantai
18,Perempuan,32668,Doktor,4,Mendaki Gunung,4388,Pinggiran Kota,111,8,Semi,0,1,Pantai
41,Laki-Laki,70141,Doktor,8,Berjemur,2598,Perkotaan,273,249,Gugur,1,0,Pantai
24,Perempuan,49499,Magister,1,Renang,3070,Pinggiran Kota,12,86,Semi,1,0,Pantai
42,Non-Biner,92792,SMA/Setingkat,3,Renang,2260,Pedesaan,232,293,Gugur,0,0,Pantai
38,Non-Biner,110892,Magister,2,Renang,3461,Pedesaan,67,228,Dingin,0,1,Pantai
32,Laki-Laki,43201,SMA/Setingkat,5,Berjemur,3228,Pedesaan,231,222,Semi,0,1,Pantai
18,Laki-Laki,81218,SMA/Setingkat,0,Ski,3360,Pedesaan,24,130,Gugur,1,0,Gunung
29,Laki-Laki,24605,Magister,8,Ski,4664,Pedesaan,111,213,Dingin,1,1,Gunung
24,Perempuan,107630,Sarjana,6,Berjemur,4581,Pedesaan,52,175,Dingin,0,0,Pantai
32,Laki-Laki,22598,SMA/Setingkat,3,Mendaki Gunung,2634,Pinggiran Kota,219,86,Semi,0,0,Pantai
38,Non-Biner,79945,SMA/Setingkat,8,Ski,1448,Pedesaan,61,61,Semi,1,0,Pantai
36,Perempuan,88842,SMA/Setingkat,8,Renang,4397,Pinggiran Kota,159,42,Semi,0,0,Pantai
46,Perempuan,107253,SMA/Setingkat,5,Ski,3018,Pinggiran Kota,104,56,Dingin,0,0,Pantai
42,Non-Biner,103736,Doktor,3,Renang,2555,Pinggiran Kota,67,149,Semi,1,1,Pantai
50,Laki-Laki,65046,Sarjana,5,Mendaki Gunung,931,Perkotaan,269,174,Panas,1,1,Pantai
66,Laki-Laki,33965,Sarjana,7,Ski,2721,Pedesaan,173,37,Semi,0,0,Pantai
49,Non-Biner,60274,Magister,6,Berjemur,3803,Perkotaan,47,0,Panas,1,0,Pantai
66,Non-Biner,106613,Doktor,1,Renang,4523,Pedesaan,46,204,Semi,1,1,Pantai
52,Non-Biner,78582,SMA/Setingkat,1,Renang,1988,Pinggiran Kota,125,56,Panas,1,0,Pantai
61,Non-Biner,28614,SMA/Setingkat,1,Renang,4625,Pedesaan,282,262,Semi,1,0,Pantai
55,Perempuan,48445,SMA/Setingkat,6,Berjemur,3683,Perkotaan,153,52,Semi,1,1,Pantai
43,Perempuan,25565,SMA/Setingkat,4,Mendaki Gunung,2792,Perkotaan,269,179,Gugur,1,0,Pantai
28,Laki-Laki,55068,Doktor,5,Ski,2775,Pedesaan,262,239,Semi,0,1,Pantai
52,Perempuan,72940,Sarjana,8,Berjemur,4129,Pedesaan,188,260,Dingin,1,1,Pantai
25,Perempuan,85694,SMA/Setingkat,5,Ski,4940,Pinggiran Kota,177,11,Dingin,0,0,Pantai
63,Perempuan,47782,SMA/Setingkat,8,Ski,3164,Pedesaan,127,8,Dingin,0,0,Pantai
31,Non-Biner,80542,Magister,8,Renang,2714,Pedesaan,202,137,Semi,1,1,Pantai
27,Perempuan,102677,Doktor,6,Mendaki Gunung,2686,Pinggiran Kota,263,296,Semi,1,0,Gunung
19,Laki-Laki,118588,Sarjana,2,Ski,4201,Pedesaan,115,226,Panas,0,1,Gunung
63,Perempuan,45650,Magister,2,Ski,802,Pedesaan,128,98,Semi,1,1,Pantai
26,Non-Biner,34296,Sarjana,8,Mendaki Gunung,4937,Perkotaan,32,75,Semi,0,1,Gunung
20,Perempuan,94444,Magister,0,Berjemur,4603,Pinggiran Kota,133,240,Semi,1,0,Pantai
38,Laki-Laki,39695,SMA/Setingkat,1,Mendaki Gunung,4150,Pedesaan,252,179,Semi,1,1,Pantai
43,Perempuan,79252,Sarjana,4,Berjemur,1218,Pedesaan,284,290,Gugur,1,0,Pantai
25,Laki-Laki,111128,Sarjana,4,Ski,1383,Perkotaan,264,120,Gugur,0,0,Pantai
65,Non-Biner,79470,Sarjana,0,Berjemur,2520,Pinggiran Kota,58,89,Semi,0,0,Pantai
19,Laki-Laki,68306,Doktor,2,Ski,1611,Pedesaan,174,115,Semi,1,1,Pantai
23,Laki-Laki,103805,Sarjana,8,Ski,2818,Perkotaan,207,274,Panas,0,0,Gunung
45,Non-Biner,45542,SMA/Setingkat,5,Renang,3770,Pinggiran Kota,183,285,Gugur,1,0,Pantai
46,Laki-Laki,116269,SMA/Setingkat,0,Ski,3724,Pinggiran Kota,269,42,Dingin,1,1,Pantai
43,Perempuan,69245,SMA/Setingkat,8,Renang,2010,Pinggiran Kota,108,289,Semi,0,0,Pantai
42,Perempuan,84591,Magister,8,Mendaki Gunung,1467,Pinggiran Kota,61,199,Gugur,0,0,Gunung
29,Laki-Laki,79735,SMA/Setingkat,4,Ski,4781,Pinggiran Kota,164,40,Panas,1,1,Pantai
22,Perempuan,93258,Sarjana,6,Renang,4837,Perkotaan,112,44,Gugur,0,0,Pantai
51,Perempuan,92247,SMA/Setingkat,1,Renang,3947,Perkotaan,53,259,Gugur,1,1,Pantai
65,Non-Biner,50100,SMA/Setingkat,8,Renang,2339,Pedesaan,249,195,Panas,0,0,Pantai
54,Laki-Laki,64138,Magister,8,Renang,3322,Pedesaan,44,60,Dingin,1,0,Pantai
32,Perempuan,65981,Sarjana,8,Ski,1658,Pinggiran Kota,216,47,Semi,0,1,Pantai
61,Laki-Laki,34795,Magister,0,Ski,2171,Perkotaan,195,251,Gugur,0,1,Gunung
53,Laki-Laki,98188,SMA/Setingkat,0,Renang,2470,Pinggiran Kota,123,0,Gugur,0,0,Pantai
32,Perempuan,108487,Magister,4,Mendaki Gunung,2384,Perkotaan,156,205,Gugur,0,0,Gunung
60,Non-Biner,118397,Doktor,1,Renang,1338,Pinggiran Kota,229,152,Semi,1,0,Pantai
65,Non-Biner,39557,Doktor,4,Ski,3277,Pinggiran Kota,178,118,Gugur,1,1,Pantai
40,Laki-Laki,46133,Magister,4,Renang,3695,Perkotaan,18,247,Semi,1,0,Pantai
23,Non-Biner,86454,Sarjana,2,Mendaki Gunung,1239,Pedesaan,172,112,Dingin,1,0,Pantai
63,Perempuan,78985,Sarjana,0,Mendaki Gunung,3786,Perkotaan,96,82,Dingin,0,1,Pantai
67,Perempuan,64246,Sarjana,5,Mendaki Gunung,1663,Perkotaan,128,145,Dingin,0,1,Gunung
61,Non-Biner,22517,Sarjana,0,Berjemur,4189,Perkotaan,150,217,Semi,1,0,Pantai
60,Non-Biner,112349,Magister,3,Berjemur,670,Perkotaan,39,74,Semi,0,1,Pantai
62,Laki-Laki,58881,SMA/Setingkat,0,Ski,1708,Pedesaan,187,286,Semi,1,1,Gunung
38,Non-Biner,41962,Magister,1,Mendaki Gunung,1080,Perkotaan,88,149,Gugur,1,0,Gunung
40,Laki-Laki,90364,Sarjana,4,Ski,1984,Pedesaan,57,88,Gugur,1,1,Gunung
60,Perempuan,63333,Sarjana,9,Mendaki Gunung,3976,Pinggiran Kota,257,124,Panas,0,1,Pantai
33,Non-Biner,88111,Sarjana,3,Berjemur,2824,Pedesaan,156,36,Semi,0,0,Pantai
64,Laki-Laki,113307,Doktor,0,Berjemur,4727,Perkotaan,188,156,Semi,1,1,Pantai
32,Laki-Laki,108083,Sarjana,3,Ski,1555,Pinggiran Kota,148,73,Gugur,0,1,Pantai
42,Laki-Laki,29133,Magister,2,Ski,4726,Pedesaan,281,172,Semi,1,0,Pantai
53,Laki-Laki,116101,Magister,8,Ski,3795,Perkotaan,164,40,Gugur,1,1,Pantai
28,Perempuan,83866,SMA/Setingkat,1,Renang,4264,Pedesaan,244,213,Dingin,0,1,Pantai
68,Non-Biner,46347,Doktor,6,Ski,4739,Perkotaan,25,214,Semi,1,0,Gunung
32,Laki-Laki,50010,Sarjana,0,Berjemur,730,Pedesaan,123,135,Gugur,1,0,Pantai
21,Non-Biner,108789,Magister,3,Berjemur,4028,Perkotaan,227,15,Gugur,0,0,Pantai
38,Non-Biner,46271,SMA/Setingkat,4,Berjemur,2654,Perkotaan,91,186,Panas,1,1,Pantai
30,Perempuan,80048,SMA/Setingkat,3,Ski,1134,Pinggiran Kota,233,245,Semi,1,1,Gunung
39,Non-Biner,107257,Doktor,2,Mendaki Gunung,731,Perkotaan,97,53,Gugur,1,0,Pantai
36,Perempuan,77807,SMA/Setingkat,4,Berjemur,3751,Pedesaan,149,272,Dingin,1,1,Pantai
51,Perempuan,63401,SMA/Setingkat,8,Mendaki Gunung,2650,Pedesaan,64,173,Semi,0,0,Gunung
31,Laki-Laki,80289,Sarjana,5,Berjemur,833,Perkotaan,238,216,Panas,1,1,Pantai
21,Perempuan,100449,Doktor,6,Berjemur,745,Pinggiran Kota,0,10,Panas,1,0,Pantai
65,Laki-Laki,96013,SMA/Setingkat,7,Mendaki Gunung,2949,Pinggiran Kota,247,17,Semi,1,1,Pantai
69,Perempuan,21914,Doktor,7,Berjemur,1239,Perkotaan,103,156,Dingin,0,1,Pantai
63,Perempuan,113469,Sarjana,9,Ski,4232,Pedesaan,60,28,Dingin,0,1,Pantai
44,Non-Biner,29404,SMA/Setingkat,4,Renang,3694,Perkotaan,13,3,Dingin,0,1,Pantai
46,Laki-Laki,104921,SMA/Setingkat,2,Renang,861,Pinggiran Kota,162,82,Gugur,0,1,Pantai
64,Non-Biner,71403,Magister,8,Berjemur,1684,Pedesaan,237,249,Panas,1,0,Pantai
45,Perempuan,37741,Sarjana,7,Mendaki Gunung,2544,Pinggiran Kota,39,2,Gugur,1,0,Pantai
52,Laki-Laki,21175,Sarjana,4,Berjemur,1799,Pedesaan,225,240,Semi,0,0,Pantai
25,Perempuan,74865,SMA/Setingkat,9,Ski,4279,Perkotaan,96,210,Panas,1,1,Gunung
33,Perempuan,74808,Sarjana,6,Ski,3640,Perkotaan,139,125,Semi,0,0,Pantai
59,Non-Biner,57208,Magister,2,Berjemur,4261,Pedesaan,205,98,Gugur,1,1,Pantai
53,Laki-Laki,61064,SMA/Setingkat,1,Ski,4357,Perkotaan,112,147,Panas,1,0,Gunung
47,Laki-Laki,26424,Magister,9,Berjemur,2985,Perkotaan,17,196,Gugur,1,0,Pantai
35,Laki-Laki,64763,Doktor,1,Mendaki Gunung,1955,Pedesaan,234,148,Panas,1,1,Pantai
19,Perempuan,65213,SMA/Setingkat,6,Berjemur,4321,Perkotaan,260,297,Dingin,1,1,Pantai
66,Laki-Laki,20950,Doktor,4,Berjemur,4824,Perkotaan,37,145,Gugur,1,1,Pantai
30,Perempuan,70071,Sarjana,4,Berjemur,556,Perkotaan,139,99,Panas,1,1,Pantai
21,Perempuan,109081,SMA/Setingkat,6,Mendaki Gunung,2113,Pinggiran Kota,8,27,Gugur,1,1,Gunung
43,Perempuan,112391,Doktor,7,Berjemur,926,Pedesaan,173,147,Panas,0,0,Pantai
42,Laki-Laki,44446,SMA/Setingkat,4,Mendaki Gunung,935,Pedesaan,292,129,Dingin,0,0,Pantai
47,Non-Biner,53190,Doktor,5,Renang,3357,Pedesaan,52,69,Panas,0,0,Pantai
28,Perempuan,78113,Sarjana,6,Renang,1956,Pedesaan,18,129,Semi,1,1,Pantai
24,Non-Biner,63535,Doktor,9,Ski,3497,Pedesaan,166,5,Semi,0,0,Pantai
48,Laki-Laki,27343,Magister,6,Renang,2905,Pedesaan,57,249,Gugur,1,1,Pantai
61,Laki-Laki,63159,Sarjana,8,Mendaki Gunung,1440,Perkotaan,108,193,Panas,1,0,Gunung
27,Laki-Laki,43681,SMA/Setingkat,1,Renang,1834,Perkotaan,40,296,Panas,1,0,Pantai
56,Laki-Laki,109126,SMA/Setingkat,6,Ski,4489,Pinggiran Kota,83,239,Gugur,1,0,Gunung
30,Laki-Laki,73606,SMA/Setingkat,2,Mendaki Gunung,3283,Perkotaan,133,174,Semi,0,0,Gunung
48,Non-Biner,21232,Magister,1,Renang,668,Pedesaan,269,35,Semi,1,1,Pantai
24,Laki-Laki,68570,Doktor,9,Renang,3905,Pedesaan,269,232,Gugur,0,1,Pantai
66,Laki-Laki,44214,Doktor,6,Mendaki Gunung,4724,Perkotaan,57,50,Semi,1,0,Pantai
59,Laki-Laki,96876,Sarjana,5,Renang,4878,Perkotaan,168,118,Semi,0,1,Pantai
59,Laki-Laki,75876,Sarjana,8,Ski,2075,Perkotaan,144,97,Panas,0,0,Pantai
53,Laki-Laki,108206,Sarjana,4,Berjemur,1154,Perkotaan,114,289,Panas,1,1,Pantai
37,Perempuan,28251,Sarjana,2,Ski,1819,Perkotaan,175,214,Panas,0,1,Gunung
21,Perempuan,59231,Sarjana,6,Renang,3395,Perkotaan,61,40,Gugur,0,1,Pantai
24,Non-Biner,41377,Doktor,5,Ski,963,Pinggiran Kota,176,34,Dingin,0,1,Pantai
18,Laki-Laki,85343,Sarjana,8,Renang,4869,Pedesaan,25,179,Panas,0,1,Pantai
61,Non-Biner,59075,Sarjana,2,Mendaki Gunung,593,Perkotaan,68,78,Gugur,1,1,Gunung
62,Non-Biner,33526,Doktor,3,Ski,3433,Pinggiran Kota,124,147,Dingin,0,0,Gunung
59,Laki-Laki,75564,Doktor,4,Ski,1617,Pinggiran Kota,184,148,Semi,0,0,Pantai
64,Laki-Laki,47393,Sarjana,7,Berjemur,975,Pedesaan,24,21,Gugur,1,0,Pantai
30,Perempuan,45463,Sarjana,4,Berjemur,1814,Pedesaan,260,81,Dingin,0,1,Pantai
39,Laki-Laki,42276,SMA/Setingkat,3,Berjemur,3399,Pedesaan,16,10,Dingin,0,1,Pantai
38,Perempuan,109127,Sarjana,9,Berjemur,837,Pinggiran Kota,118,38,Panas,1,1,Pantai
39,Non-Biner,114159,SMA/Setingkat,0,Renang,3277,Pedesaan,158,248,Gugur,1,1,Pantai
45,Non-Biner,74719,Doktor,1,Mendaki Gunung,4541,Perkotaan,237,264,Dingin,0,1,Gunung
26,Perempuan,98886,Sarjana,4,Renang,2424,Perkotaan,57,136,Semi,0,0,Pantai
43,Perempuan,28866,Sarjana,3,Renang,944,Perkotaan,161,146,Dingin,1,1,Pantai
26,Laki-Laki,61121,SMA/Setingkat,7,Ski,2480,Perkotaan,124,35,Dingin,1,0,Pantai
32,Perempuan,118194,Sarjana,2,Renang,4373,Perkotaan,226,269,Panas,1,1,Pantai
27,Perempuan,81821,Magister,1,Renang,1075,Pinggiran Kota,196,287,Dingin,1,0,Pantai
41,Laki-Laki,58617,Sarjana,1,Berjemur,574,Pinggiran Kota,9,222,Panas,1,0,Pantai
59,Non-Biner,115017,SMA/Setingkat,5,Berjemur,3441,Perkotaan,219,281,Dingin,0,1,Pantai
25,Perempuan,30090,SMA/Setingkat,9,Mendaki Gunung,3327,Pedesaan,225,228,Dingin,0,0,Gunung
41,Laki-Laki,63024,SMA/Setingkat,4,Renang,1741,Pinggiran Kota,207,51,Gugur,1,1,Pantai
33,Laki-Laki,49808,Doktor,8,Renang,3998,Pedesaan,7,101,Gugur,0,1,Pantai
66,Perempuan,22082,Sarjana,3,Mendaki Gunung,2741,Pinggiran Kota,141,131,Gugur,0,0,Pantai
43,Non-Biner,111339,Magister,5,Ski,4863,Pedesaan,36,258,Panas,1,1,Gunung
44,Laki-Laki,25282,Magister,8,Berjemur,4257,Perkotaan,194,71,Dingin,1,1,Pantai
54,Perempuan,24452,Doktor,1,Ski,2438,Pinggiran Kota,18,129,Panas,1,1,Gunung
21,Non-Biner,81701,Sarjana,3,Berjemur,1748,Perkotaan,294,125,Semi,0,0,Pantai
67,Perempuan,95187,SMA/Setingkat,1,Mendaki Gunung,1849,Perkotaan,75,22,Dingin,1,1,Pantai
41,Laki-Laki,108874,Doktor,4,Berjemur,3038,Perkotaan,286,60,Semi,0,0,Pantai
36,Laki-Laki,108179,SMA/Setingkat,0,Mendaki Gunung,540,Pedesaan,39,299,Gugur,0,1,Gunung
53,Laki-Laki,80999,Magister,3,Renang,1555,Pinggiran Kota,100,66,Dingin,1,0,Pantai
